date,weight_红利ETF,weight_上证指数ETF,weight_沪深300ETF,weight_中证1000ETF,weight_恒生ETF,weight_恒生科技ETF,weight_科创50ETF,weight_0-5中高信用票,weight_中证转债,weight_黄金ETF
2020-12-21,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-22,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-23,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-24,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-25,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-28,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-29,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-30,2.726567512742239e-10,8.287191858991365e-11,5.500186402520484e-11,1.1114590190083702e-12,7.320787090774927e-07,0.4997795431544861,5.0215261665052396e-08,0.000440163288768469,0.4997795318774854,3.330321400765199e-10
2020-12-31,0.0,3.7348473047477325e-10,0.0,1.1618092879636324e-08,4.336821898385193e-05,0.49957435355104185,5.011007792314405e-05,0.0007543247817567123,0.49957435351534496,7.919264216194003e-06
2021-01-04,0.0,3.7348473047477325e-10,0.0,1.1618092879636324e-08,4.336821898385193e-05,0.49957435355104185,5.011007792314405e-05,0.0007543247817567123,0.49957435351534496,7.919264216194003e-06
